,AGE,NUM_OF_BASKETS,RACE_LE,GENDER_LE,BODY_SIZE_LE,WITH_KIDS_LE,KIDS_CATEGORY_LE,BASKET_SIZE_LE,BASKET_COLOUR_LE,ATTIRE_LE,SHIRT_COLOUR_LE,SHIRT_TYPE_LE,PANTS_COLOUR_LE,PANTS_TYPE_LE,WASH_ITEM_LE,WASHER_NO_LE,DRYER_NO_LE,SPECTACLES_LE,DAY_LE,DAY_TYPE_LE
1933,30.0,2.0,3,1,0,0,3,1,7,2,5,1,11,0,1,2,3,1,0,0
1934,33.0,2.0,1,1,2,0,4,1,0,0,3,0,6,1,0,1,1,0,1,0
1935,31.0,2.0,3,1,0,0,2,0,8,0,2,0,11,0,0,2,1,0,0,0
1936,43.0,3.0,1,0,2,0,0,0,10,2,4,1,6,1,1,0,0,1,6,0
1937,36.0,1.0,1,0,2,0,4,1,2,0,10,0,11,0,1,0,1,1,1,0
1938,41.0,1.0,3,0,2,0,2,0,2,0,11,1,2,0,1,2,2,1,6,0
1939,56.0,1.0,2,0,1,1,0,0,7,1,1,1,9,1,0,3,1,1,4,0
1940,37.0,3.0,2,0,0,1,4,1,8,0,7,1,11,1,0,3,0,0,2,1
1941,41.0,3.0,3,1,0,0,4,1,9,0,9,1,9,0,1,1,0,1,1,0
1942,41.0,2.0,2,0,0,1,4,1,2,2,10,1,5,1,0,0,3,0,3,1
1943,42.0,3.0,3,1,2,0,0,1,1,1,7,0,2,0,0,2,3,1,0,0
1944,32.0,2.0,1,0,1,1,0,1,2,0,10,1,11,1,0,2,0,1,5,0
1945,50.0,2.0,1,1,1,0,2,0,7,0,5,0,0,1,0,1,3,1,1,0
1946,52.0,1.0,3,1,0,0,0,0,6,1,4,1,10,1,0,2,1,1,2,1
1947,54.0,2.0,3,0,1,1,1,0,10,1,9,1,9,0,1,0,3,0,5,0
1948,43.0,1.0,2,1,1,1,3,1,3,0,4,0,13,1,1,0,2,1,4,0
1949,27.0,1.0,0,0,1,1,1,0,4,1,2,1,9,1,1,1,2,0,1,0
1950,57.0,2.0,2,0,2,0,1,0,7,1,3,0,8,0,0,0,1,1,1,0
1951,30.0,1.0,0,1,0,1,1,0,8,2,9,0,5,0,1,3,2,0,1,0
1952,32.0,3.0,0,0,2,1,3,0,10,0,6,1,5,0,1,3,1,1,0,0
1953,41.0,1.0,3,1,1,0,2,1,7,2,2,0,3,1,1,1,0,0,3,1
1954,48.0,3.0,1,0,1,1,3,0,2,1,7,0,4,0,0,3,1,0,0,0
1955,26.0,2.0,2,1,1,0,3,0,6,0,4,1,4,1,1,3,1,1,0,0
1956,40.0,2.0,3,1,2,0,4,0,4,0,8,1,11,1,0,0,3,0,0,0
1957,27.0,1.0,3,1,2,0,4,1,4,2,10,1,3,1,0,2,1,0,6,0
1958,44.0,1.0,0,0,2,0,1,0,1,1,8,0,5,1,0,1,3,0,4,0
1959,36.0,1.0,1,1,2,1,0,0,6,0,1,1,0,1,1,1,2,1,3,1
1960,42.0,3.0,3,1,2,1,2,1,0,2,1,0,8,1,1,3,1,1,0,0
1961,36.0,1.0,1,1,1,0,2,0,1,1,11,0,5,1,0,1,3,1,2,1
1962,56.0,3.0,1,1,0,0,4,0,0,0,3,0,10,1,0,1,3,1,5,0
1963,22.0,2.0,0,1,1,1,4,1,5,0,0,1,11,0,1,1,3,1,4,0
1964,25.0,2.0,1,0,0,1,2,1,2,0,11,0,0,1,1,2,2,1,0,0
1965,40.0,2.0,3,0,2,0,0,1,5,1,10,1,8,1,1,3,2,1,0,0
1966,19.0,3.0,0,0,0,0,0,1,7,1,0,0,2,1,1,2,0,0,6,0
1967,20.0,1.0,3,1,0,0,4,1,0,1,4,0,2,0,0,3,1,0,0,0
1968,38.0,3.0,2,1,2,0,1,1,5,1,11,0,3,0,1,1,1,1,3,1
1969,56.0,2.0,3,0,0,1,1,0,1,2,11,0,3,1,1,2,3,1,5,0
1970,35.0,1.0,3,0,1,0,3,1,9,2,4,0,7,0,1,3,3,1,3,1
1971,26.0,1.0,0,0,0,1,3,0,3,0,4,0,10,0,1,2,0,0,6,0
1972,49.0,3.0,2,1,2,1,2,0,9,0,0,1,0,1,1,1,2,1,0,0
1973,49.0,3.0,2,0,0,0,4,0,3,1,6,0,13,0,1,3,1,1,0,0
1974,27.0,2.0,0,0,1,1,1,0,8,2,6,0,10,0,0,3,0,0,0,0
1975,36.0,3.0,2,1,2,1,1,0,6,0,9,1,2,1,0,0,3,0,0,0
1976,47.0,3.0,0,1,1,0,4,1,6,1,10,0,2,0,1,3,1,0,0,0
1977,23.0,3.0,2,1,1,0,3,0,2,1,11,1,2,1,1,0,2,0,6,0
1978,28.0,1.0,0,0,1,0,2,1,9,0,1,0,4,0,0,0,0,0,2,1
1979,18.0,1.0,0,1,1,0,4,1,6,2,5,1,8,1,1,0,2,0,6,0
1980,45.0,3.0,2,1,1,0,3,1,5,1,0,1,3,0,1,3,2,1,0,0
1981,26.0,3.0,1,0,0,0,0,1,10,1,7,1,1,1,1,0,2,0,2,1
1982,40.0,3.0,2,0,2,0,3,1,1,0,0,0,9,1,0,3,0,0,3,1
1983,52.0,1.0,1,1,2,1,3,1,2,2,8,1,9,1,1,1,3,0,1,0
1984,50.0,3.0,3,0,2,1,3,0,7,2,4,0,8,0,0,2,1,1,1,0
1985,34.0,3.0,2,0,2,1,2,1,10,0,8,1,9,1,1,0,0,1,2,1
1986,48.0,1.0,0,1,0,0,2,0,6,0,5,0,11,1,1,2,3,0,2,1
1987,52.0,3.0,2,1,0,1,4,0,0,1,9,0,11,1,0,1,2,0,4,0
1988,26.0,3.0,0,1,2,1,2,1,4,2,0,1,5,1,1,1,3,1,1,0
1989,43.0,1.0,1,0,1,0,1,0,7,2,11,0,13,1,1,3,2,0,4,0
1990,35.0,3.0,1,0,0,1,3,1,9,0,10,0,2,1,1,0,0,0,6,0
1991,18.0,1.0,1,0,2,0,0,1,8,0,10,0,2,1,1,1,3,1,0,0
1992,60.0,2.0,3,0,1,0,3,0,2,1,9,1,8,1,1,1,0,1,4,0
1993,38.0,1.0,2,1,0,0,3,0,8,0,11,1,4,0,1,0,1,1,6,0
1994,39.0,2.0,0,1,0,1,1,0,8,1,1,0,0,0,0,2,1,0,5,0
1995,27.0,2.0,1,1,2,1,0,0,6,1,2,0,8,0,1,1,2,0,6,0
1996,32.0,1.0,3,1,2,0,2,0,6,0,10,1,4,1,0,1,2,1,5,0
1997,26.0,1.0,1,1,0,1,0,1,8,2,2,1,5,1,0,1,2,0,1,0
1998,29.0,1.0,1,0,0,0,2,0,4,1,4,1,13,1,1,2,3,0,4,0
1999,27.0,1.0,0,1,0,0,3,1,1,0,6,0,1,0,1,0,3,1,2,1
2000,45.0,2.0,3,1,0,1,0,0,5,0,5,1,8,1,1,1,0,0,4,0
2001,51.0,1.0,1,1,0,0,1,0,3,2,4,0,1,0,1,1,0,1,4,0
2002,26.0,3.0,0,1,0,1,1,1,6,1,4,0,1,0,0,1,3,1,0,0
2003,27.0,1.0,2,0,2,0,1,0,10,2,5,1,1,0,0,2,0,0,5,0
2004,53.0,2.0,3,1,0,1,1,1,7,1,7,0,6,0,0,1,2,1,3,1
2005,21.0,2.0,1,0,2,1,2,0,2,1,4,1,1,1,0,2,2,0,2,1
2006,60.0,3.0,2,0,2,1,0,0,2,0,3,0,11,0,0,2,0,0,5,0
2007,26.0,2.0,3,0,0,0,1,0,5,1,4,0,2,0,1,2,1,0,3,1
2008,47.0,2.0,1,1,1,1,0,1,1,2,3,1,8,1,1,1,2,1,3,1
2009,56.0,3.0,3,0,0,0,2,0,8,1,6,1,4,0,0,0,3,1,5,0
2010,36.0,2.0,3,1,0,1,4,1,5,0,8,1,2,1,1,3,3,1,5,0
2011,30.0,1.0,3,1,0,0,2,0,9,0,10,1,10,1,0,3,0,1,5,0
2012,53.0,2.0,1,0,0,1,1,0,8,2,5,1,2,1,1,3,2,0,4,0
2013,52.0,2.0,0,0,1,0,3,0,8,0,8,1,10,1,0,0,0,0,3,1
2014,21.0,3.0,2,1,0,0,4,1,5,1,8,1,2,0,0,2,3,0,3,1
2015,30.0,3.0,3,0,1,0,1,0,7,2,7,1,4,1,1,3,1,0,6,0
2016,58.0,1.0,1,1,0,1,3,0,5,0,4,1,2,0,1,0,1,1,3,1
2017,18.0,1.0,3,1,0,0,0,0,0,1,7,1,8,1,1,1,1,0,1,0
2018,60.0,1.0,3,1,2,1,4,1,2,2,2,1,7,1,0,0,3,1,6,0
2019,28.0,2.0,3,0,0,0,0,1,9,1,7,0,11,0,0,2,2,1,2,1
2020,31.0,3.0,0,1,1,1,1,1,8,1,5,0,7,1,0,1,3,1,6,0
2021,47.0,3.0,2,0,2,1,3,0,9,2,11,0,2,0,1,0,2,0,0,0
2022,26.0,2.0,3,0,0,1,0,0,3,2,11,1,11,1,0,2,2,0,3,1
2023,59.0,2.0,1,1,1,1,4,1,7,1,6,0,8,1,0,0,2,0,4,0
2024,42.0,3.0,2,1,0,0,0,0,0,2,1,1,1,0,1,2,2,1,5,0
2025,20.0,3.0,2,0,2,0,1,0,9,0,9,0,1,0,0,2,3,0,1,0
2026,25.0,2.0,1,1,2,1,1,0,2,1,11,0,10,0,1,3,2,0,5,0
2027,34.0,2.0,0,1,2,1,3,0,0,0,11,0,2,1,0,3,2,1,5,0
2028,22.0,2.0,2,1,1,0,0,1,7,2,7,0,3,1,0,0,3,1,6,0
2029,22.0,2.0,2,0,2,1,2,1,3,2,7,0,2,1,0,0,2,0,4,0
2030,26.0,2.0,2,1,2,0,0,0,1,2,5,1,4,0,0,2,1,0,6,0
2031,46.0,3.0,3,1,2,0,4,0,10,2,1,0,12,0,1,1,3,0,1,0
2032,45.0,3.0,2,0,1,0,4,1,3,0,4,1,8,0,0,0,0,1,3,1
2033,31.0,3.0,0,1,0,0,4,1,5,2,10,1,13,1,1,3,2,0,5,0
2034,44.0,2.0,1,1,1,1,1,1,0,1,2,1,12,1,1,3,3,0,6,0
2035,36.0,2.0,0,0,1,0,0,1,7,1,10,0,8,0,1,3,0,1,6,0
2036,47.0,3.0,3,0,1,0,1,1,4,0,10,0,8,0,1,2,1,0,4,0
2037,51.0,1.0,3,1,1,0,1,0,5,0,9,0,7,0,0,1,2,0,3,1
2038,21.0,1.0,0,1,2,1,1,0,3,0,1,1,3,0,0,3,0,0,0,0
2039,39.0,1.0,1,0,0,0,0,0,9,1,9,1,11,0,0,3,3,0,4,0
2040,54.0,2.0,3,0,0,1,4,0,0,0,9,1,13,1,0,3,0,1,5,0
2041,30.0,1.0,2,0,1,1,2,1,4,1,2,0,11,1,0,0,1,0,5,0
2042,28.0,1.0,3,0,1,0,0,1,5,1,9,0,11,0,0,2,0,0,6,0
2043,60.0,3.0,3,1,2,1,3,1,4,2,0,0,2,1,1,2,3,0,4,0
2044,47.0,3.0,2,1,2,0,2,0,6,2,2,0,10,1,1,2,0,1,2,1
2045,44.0,1.0,3,0,0,0,0,1,2,0,10,0,5,1,1,2,2,0,2,1
2046,24.0,2.0,1,1,1,0,2,1,6,2,7,0,5,0,1,2,3,1,2,1
2047,56.0,1.0,2,0,1,0,1,1,2,1,2,1,12,0,1,0,3,0,6,0
2048,54.0,2.0,0,0,0,0,2,0,7,2,4,0,1,0,0,1,0,1,1,0
2049,42.0,3.0,0,1,1,0,3,0,9,0,9,1,7,0,1,1,3,1,0,0
2050,60.0,1.0,2,1,2,1,2,1,6,0,10,0,4,1,0,0,2,1,3,1
2051,26.0,1.0,1,1,1,0,3,0,9,2,10,0,12,0,1,2,1,1,4,0
2052,40.0,2.0,0,0,1,0,1,0,8,1,5,0,11,0,1,2,0,1,1,0
2053,41.0,2.0,2,1,1,0,0,1,4,1,8,1,9,1,0,3,0,0,5,0
2054,35.0,1.0,3,0,1,0,0,0,5,0,9,1,2,0,1,3,3,0,5,0
2055,34.0,3.0,2,0,1,1,0,1,3,2,9,0,3,0,1,0,2,0,2,1
2056,25.0,1.0,3,0,0,0,1,0,9,1,7,1,2,1,1,1,1,0,2,1
2057,25.0,2.0,1,0,2,1,1,0,2,0,7,1,0,0,1,1,3,1,6,0
2058,52.0,1.0,1,1,0,1,1,1,4,1,1,0,7,1,0,1,3,1,6,0
2059,38.0,3.0,0,0,1,0,1,1,2,2,4,0,12,0,0,2,1,1,3,1
2060,50.0,3.0,2,0,1,1,2,1,1,1,8,1,2,0,1,3,3,0,4,0
2061,56.0,3.0,3,0,1,0,3,0,0,0,7,0,12,1,0,1,2,1,0,0
2062,58.0,1.0,0,0,0,1,2,0,7,0,3,1,12,1,0,3,0,0,4,0
2063,39.0,1.0,0,1,1,0,1,1,10,1,10,0,0,0,0,2,0,1,6,0
2064,24.0,1.0,0,1,1,0,1,0,8,2,2,1,8,0,1,1,0,1,1,0
2065,55.0,3.0,3,0,1,0,2,0,3,2,6,1,5,0,1,1,0,1,6,0
2066,44.0,2.0,1,0,2,0,4,1,4,1,4,1,2,1,0,2,3,1,4,0
2067,56.0,1.0,2,1,2,1,4,1,10,1,4,0,8,0,1,3,2,1,0,0
2068,43.0,2.0,1,0,1,1,4,1,0,2,1,0,11,1,1,1,2,1,3,1
2069,27.0,2.0,0,0,1,0,2,1,10,2,0,0,4,1,1,0,3,1,1,0
2070,39.0,1.0,2,0,0,1,3,1,9,0,4,1,2,0,0,3,1,0,4,0
2071,26.0,2.0,1,1,1,1,4,0,9,1,10,1,5,0,1,1,3,0,2,1
2072,58.0,1.0,1,0,2,1,3,1,8,2,3,0,9,1,1,0,0,1,6,0
2073,48.0,1.0,0,1,2,1,2,1,7,2,11,0,12,0,1,1,2,0,5,0
2074,27.0,3.0,0,0,2,0,4,1,10,1,5,0,6,1,1,3,2,1,5,0
2075,43.0,1.0,1,0,1,1,4,1,1,1,8,0,12,1,0,1,2,1,3,1
2076,21.0,1.0,1,1,1,1,2,0,3,2,9,1,7,0,0,2,3,0,3,1
2077,47.0,3.0,3,1,0,0,1,1,1,2,7,0,5,1,1,3,0,0,6,0
2078,32.0,2.0,0,0,2,1,1,0,2,2,4,0,0,1,1,1,0,1,6,0
2079,58.0,3.0,1,0,2,0,3,0,0,0,1,0,2,0,0,0,3,1,6,0
2080,33.0,2.0,0,0,1,1,1,0,7,0,9,0,6,1,1,2,3,1,0,0
2081,27.0,2.0,1,0,2,0,2,1,5,0,2,0,2,1,0,1,1,1,2,1
2082,43.0,3.0,0,0,1,1,4,1,2,0,2,1,0,0,0,2,1,0,5,0
2083,30.0,3.0,1,1,2,0,2,1,6,0,9,1,2,1,0,1,3,1,4,0
2084,24.0,3.0,0,1,2,0,3,1,8,1,1,0,7,0,0,1,0,1,0,0
2085,29.0,1.0,2,0,1,1,0,1,0,0,6,1,0,1,1,1,2,0,4,0
2086,36.0,1.0,0,0,2,1,2,0,10,0,2,0,10,1,0,1,3,1,5,0
2087,23.0,2.0,0,0,2,1,1,1,1,1,1,1,6,0,1,2,2,0,1,0
2088,30.0,2.0,2,1,0,0,0,0,8,0,9,0,10,1,1,0,3,0,3,1
2089,19.0,1.0,0,1,0,0,1,0,8,2,0,0,2,1,1,0,2,1,2,1
2090,28.0,3.0,3,1,1,1,2,0,9,1,10,1,4,0,0,0,2,0,6,0
2091,32.0,1.0,3,0,1,1,4,0,5,0,0,1,5,1,0,3,0,0,6,0
2092,36.0,3.0,3,1,0,1,2,1,5,0,7,1,3,1,1,2,0,1,2,1
2093,47.0,1.0,2,0,2,0,1,0,7,1,2,1,6,0,1,3,0,1,5,0
2094,25.0,2.0,1,0,0,0,3,1,7,2,1,0,9,1,0,3,3,1,4,0
2095,28.0,1.0,1,0,1,0,0,0,2,0,9,0,10,1,1,1,3,0,6,0
2096,28.0,2.0,3,1,2,0,2,0,9,1,8,1,4,0,1,1,1,1,2,1
2097,58.0,3.0,3,0,0,1,4,1,6,2,5,1,7,0,1,1,3,0,6,0
2098,23.0,3.0,1,0,2,0,2,1,6,0,7,1,9,0,1,0,0,1,2,1
2099,39.0,2.0,1,0,0,0,4,1,0,2,8,1,6,0,0,1,2,1,2,1
2100,48.0,2.0,1,0,1,1,3,1,2,2,0,1,12,1,1,3,0,1,5,0
2101,35.0,3.0,2,0,2,0,4,0,0,1,5,0,12,0,0,3,1,1,3,1
2102,42.0,2.0,3,0,0,1,1,0,2,0,1,1,4,1,1,2,1,1,4,0
2103,24.0,1.0,0,0,1,1,3,0,4,1,3,0,2,1,1,3,0,0,6,0
2104,44.0,2.0,3,0,1,0,1,0,9,2,11,1,8,0,1,0,3,0,0,0
2105,37.0,3.0,2,1,1,1,2,0,3,0,0,1,4,0,0,2,3,1,5,0
2106,34.0,2.0,2,0,0,0,4,0,8,0,3,0,2,1,1,2,3,0,3,1
2107,36.0,2.0,2,0,1,1,2,1,9,2,2,0,12,0,0,0,0,0,4,0
2108,48.0,1.0,1,0,1,1,3,1,2,0,2,1,11,1,1,0,0,1,4,0
2109,29.0,1.0,2,0,1,0,0,0,3,2,11,1,4,1,0,2,0,0,3,1
2110,32.0,2.0,0,0,0,1,0,0,0,1,7,0,4,0,1,3,1,0,5,0
2111,53.0,1.0,2,1,0,0,3,1,10,1,2,1,5,0,1,0,0,1,0,0
2112,49.0,1.0,2,1,0,0,0,0,8,2,3,1,2,1,0,2,3,1,1,0
2113,32.0,3.0,0,0,2,1,4,0,3,1,2,0,9,1,0,3,3,1,0,0
2114,40.0,2.0,2,0,0,0,0,1,3,2,1,0,0,0,0,1,3,0,2,1
2115,34.0,3.0,1,0,2,1,1,0,8,2,3,1,2,1,1,3,1,0,4,0
2116,51.0,3.0,0,1,1,0,1,0,9,0,9,1,12,1,1,3,2,1,0,0
2117,53.0,3.0,0,1,1,0,2,0,3,0,6,0,7,0,0,2,3,1,5,0
2118,32.0,1.0,0,0,0,1,2,1,6,1,5,1,10,1,0,2,0,0,2,1
2119,53.0,3.0,2,0,0,1,2,0,7,1,8,0,2,0,1,1,1,1,4,0
2120,45.0,1.0,2,0,2,0,1,1,5,0,2,1,9,1,1,2,0,1,3,1
2121,46.0,3.0,2,1,2,1,3,0,9,0,8,1,5,1,0,0,0,0,1,0
2122,46.0,2.0,2,0,0,1,4,0,8,2,8,0,8,1,0,3,0,0,2,1
2123,18.0,3.0,1,0,1,0,0,0,8,2,8,1,6,0,0,0,2,1,4,0
2124,50.0,2.0,2,1,1,1,2,1,2,1,0,1,2,0,0,3,3,0,6,0
2125,36.0,3.0,3,1,1,1,3,0,4,1,4,0,6,1,1,3,3,0,4,0
2126,22.0,3.0,0,0,2,1,0,0,7,1,4,0,11,0,1,1,2,1,5,0
2127,49.0,1.0,2,0,2,0,1,0,9,1,8,1,8,1,1,2,1,0,4,0
2128,40.0,1.0,1,0,1,1,3,1,7,2,6,1,5,1,1,2,1,1,5,0
2129,18.0,2.0,3,0,1,1,0,1,0,0,5,1,0,0,0,2,3,0,2,1
2130,21.0,3.0,2,0,2,1,3,0,2,2,2,1,9,0,1,2,1,0,2,1
2131,31.0,1.0,3,0,0,0,4,1,8,2,9,0,3,1,0,3,3,0,6,0
2132,55.0,2.0,2,1,0,1,2,0,9,1,1,0,12,0,1,0,0,0,0,0
2133,34.0,1.0,2,1,1,0,4,0,2,0,8,1,13,0,0,1,0,0,3,1
2134,44.0,3.0,0,1,1,0,3,0,3,2,3,1,8,0,0,2,1,1,5,0
2135,28.0,3.0,3,0,2,0,1,0,3,0,6,1,6,1,1,3,3,1,5,0
2136,48.0,1.0,0,1,0,0,3,1,7,2,9,0,2,1,1,2,0,1,2,1
2137,37.0,2.0,0,0,2,0,1,0,1,0,3,1,3,1,1,2,0,0,6,0
2138,32.0,1.0,2,1,0,1,0,1,8,0,0,1,8,1,0,3,0,0,2,1
2139,29.0,3.0,1,0,1,0,4,1,3,2,5,1,5,0,1,0,1,1,0,0
2140,23.0,1.0,0,1,2,0,3,0,7,2,11,0,9,1,1,0,2,0,2,1
2141,24.0,3.0,3,1,1,0,4,1,7,2,0,0,1,1,1,0,0,0,2,1
2142,37.0,3.0,2,1,2,0,4,1,0,0,9,0,0,0,0,2,2,1,4,0
2143,26.0,1.0,0,1,0,0,4,0,1,1,0,0,1,0,1,3,1,1,0,0
2144,24.0,2.0,1,0,2,0,2,1,10,0,6,1,6,0,0,3,3,1,1,0
2145,40.0,3.0,2,1,2,1,1,0,0,1,9,1,6,0,0,2,2,0,0,0
2146,33.0,3.0,2,0,2,0,0,0,2,1,11,1,9,0,0,1,0,0,2,1
2147,54.0,1.0,2,0,1,0,4,0,0,1,0,1,7,0,1,3,2,0,5,0
2148,48.0,3.0,1,0,2,1,0,1,3,0,1,0,9,0,0,0,1,0,4,0
2149,35.0,2.0,2,1,1,0,0,0,2,2,4,0,4,0,0,0,3,1,6,0
2150,44.0,2.0,2,0,1,0,1,0,8,2,3,1,0,0,0,2,2,0,4,0
2151,29.0,1.0,2,1,1,0,1,0,0,1,6,1,2,1,1,1,2,0,1,0
2152,42.0,2.0,0,1,0,0,1,0,0,0,11,0,0,0,0,1,0,0,1,0
2153,25.0,3.0,1,0,1,0,3,1,7,2,11,1,10,1,0,0,3,0,1,0
2154,58.0,3.0,1,0,2,0,1,0,10,0,10,1,2,0,0,1,2,1,0,0
2155,49.0,1.0,3,1,2,1,2,0,3,2,5,1,1,1,1,1,3,1,2,1
2156,19.0,2.0,1,0,0,0,4,0,3,0,6,1,8,0,1,0,3,1,0,0
2157,32.0,1.0,2,0,2,0,0,1,10,2,3,0,6,1,1,0,0,1,1,0
2158,24.0,3.0,2,1,2,1,3,0,6,0,3,1,12,0,0,3,2,1,5,0
2159,40.0,3.0,2,0,0,1,4,1,5,0,0,1,4,0,1,0,2,1,1,0
2160,29.0,1.0,2,0,1,0,0,1,6,0,9,1,9,1,0,3,2,1,0,0
2161,55.0,3.0,2,1,2,0,2,1,10,1,9,1,5,1,1,1,2,0,3,1
2162,39.0,2.0,2,0,2,1,0,1,7,0,6,0,2,0,1,0,1,1,5,0
2163,30.0,3.0,3,0,0,1,1,0,9,0,3,1,8,0,1,3,3,0,4,0
2164,23.0,3.0,0,1,1,0,4,1,1,1,8,0,6,0,0,3,2,0,3,1
2165,40.0,1.0,1,0,2,0,2,1,2,2,1,0,7,1,1,0,2,0,6,0
2166,28.0,3.0,0,0,2,0,0,1,8,1,9,1,2,0,1,0,3,1,4,0
2167,26.0,2.0,0,0,0,0,1,0,7,1,8,0,12,1,1,1,1,0,3,1
2168,25.0,2.0,2,1,1,0,2,0,5,2,0,0,11,0,0,3,2,0,1,0
2169,54.0,1.0,0,1,2,1,3,0,1,1,0,1,11,0,1,3,3,1,3,1
2170,21.0,3.0,2,0,2,0,1,1,10,1,2,0,4,1,0,3,3,0,1,0
2171,25.0,2.0,1,0,0,1,1,0,9,2,10,1,5,0,0,1,1,1,4,0
2172,47.0,1.0,0,0,1,0,3,1,1,1,9,1,2,0,0,3,1,0,6,0
2173,53.0,3.0,2,1,2,1,0,1,0,0,8,1,2,0,1,0,0,1,6,0
2174,48.0,2.0,0,0,1,0,4,0,2,2,6,0,4,0,1,3,0,1,6,0
2175,38.0,3.0,1,1,2,1,0,0,1,2,1,1,11,0,1,1,1,1,6,0
2176,43.0,2.0,0,0,0,0,3,1,8,1,11,0,2,0,1,3,0,1,2,1
2177,41.0,1.0,1,1,0,1,2,1,1,1,4,0,3,1,0,1,1,1,5,0
2178,60.0,2.0,0,1,2,1,4,0,10,2,4,1,11,1,1,2,3,0,6,0
2179,46.0,3.0,0,1,2,0,4,1,1,1,11,0,5,1,0,3,1,1,1,0
2180,39.0,2.0,0,0,2,1,3,0,7,1,3,0,8,1,1,3,3,0,6,0
2181,57.0,2.0,0,0,1,1,2,1,0,2,7,1,3,1,1,3,1,0,3,1
2182,21.0,1.0,1,0,2,0,1,0,8,1,0,1,2,1,0,1,2,0,0,0
2183,20.0,1.0,0,1,1,0,1,0,3,1,9,1,0,0,1,2,0,1,0,0
2184,18.0,3.0,2,1,1,1,0,0,2,2,11,1,2,0,1,3,3,0,6,0
2185,18.0,1.0,3,1,2,0,4,0,5,1,3,1,10,0,1,2,1,0,2,1
2186,44.0,2.0,3,1,2,1,1,1,10,2,5,0,7,0,1,3,1,0,6,0
2187,41.0,1.0,0,1,1,0,0,0,6,2,7,0,9,0,0,1,3,1,1,0
2188,51.0,1.0,0,0,2,0,0,0,3,2,1,0,8,1,1,3,0,0,2,1
2189,28.0,2.0,2,0,1,0,4,0,6,1,8,1,2,0,1,0,1,0,6,0
2190,31.0,1.0,1,0,1,0,3,1,8,2,2,0,8,0,0,2,1,0,1,0
2191,44.0,3.0,0,1,1,1,4,0,3,0,8,1,13,0,1,3,1,1,3,1
2192,39.0,1.0,2,1,1,0,4,1,9,0,5,1,8,1,1,1,2,1,6,0
2193,39.0,3.0,1,0,0,0,0,0,9,1,2,0,11,1,0,2,3,1,0,0
2194,22.0,1.0,2,0,0,1,3,0,7,0,2,1,0,1,1,1,1,0,4,0
2195,23.0,2.0,3,1,2,1,1,1,4,1,0,1,7,0,0,0,2,0,6,0
2196,52.0,3.0,2,0,2,1,1,0,1,0,3,1,3,0,1,1,3,0,3,1
2197,20.0,1.0,2,1,0,0,0,0,6,0,0,1,9,1,0,2,2,1,5,0
2198,35.0,2.0,1,0,2,0,4,1,7,1,2,1,5,0,0,0,3,1,4,0
2199,39.0,1.0,3,1,0,0,1,0,5,2,9,0,8,1,1,1,3,1,0,0
2200,59.0,3.0,3,0,0,0,2,0,10,2,4,1,1,0,1,1,3,0,3,1
2201,52.0,3.0,2,1,1,0,3,1,8,2,5,0,9,1,1,3,1,0,5,0
2202,18.0,1.0,0,1,2,0,0,1,2,1,11,1,5,0,1,3,3,1,5,0
2203,31.0,2.0,1,0,2,0,4,1,10,1,11,0,4,0,1,3,3,0,1,0
2204,44.0,3.0,0,1,2,1,1,1,2,0,6,1,0,1,0,0,3,0,3,1
2205,50.0,1.0,1,0,1,1,4,1,6,1,8,1,13,0,1,0,2,1,4,0
2206,18.0,1.0,0,0,1,1,1,1,2,2,2,1,2,1,0,1,1,1,1,0
2207,28.0,3.0,3,0,1,0,4,1,8,0,1,0,1,0,0,1,3,1,3,1
2208,59.0,3.0,1,1,1,0,1,1,10,2,11,0,4,1,1,2,3,0,6,0
2209,57.0,2.0,3,0,2,1,4,1,4,0,5,1,11,0,0,1,3,1,6,0
2210,26.0,2.0,0,1,0,1,3,0,10,0,8,0,10,0,1,3,2,0,6,0
2211,19.0,2.0,0,0,0,1,1,1,10,0,1,0,7,1,1,1,0,0,5,0
2212,57.0,2.0,3,0,1,1,0,0,9,0,1,0,9,0,0,0,1,0,1,0
2213,42.0,3.0,1,0,1,0,4,1,4,0,2,0,8,1,0,0,3,1,5,0
2214,56.0,3.0,3,1,2,1,1,0,2,2,8,0,1,0,1,2,0,0,0,0
2215,41.0,1.0,1,0,0,1,1,1,4,2,1,1,8,1,1,2,0,1,5,0
2216,48.0,2.0,0,1,1,0,3,1,5,1,11,0,1,0,0,3,2,0,5,0
2217,26.0,1.0,1,1,1,1,3,1,5,0,10,0,6,0,0,2,1,0,2,1
2218,29.0,2.0,3,0,0,0,3,1,1,2,7,0,9,1,0,1,1,0,4,0
2219,26.0,1.0,0,1,0,1,0,1,6,2,1,1,2,1,1,2,2,1,3,1
2220,23.0,1.0,1,1,0,1,1,1,10,2,3,0,10,0,0,0,2,0,4,0
2221,40.0,2.0,2,0,1,1,1,1,8,2,8,0,6,0,1,2,1,1,3,1
2222,59.0,2.0,2,0,2,1,0,0,0,0,3,0,9,0,0,1,3,1,1,0
2223,47.0,2.0,1,0,0,0,0,1,9,1,3,1,2,0,0,0,2,1,0,0
2224,56.0,1.0,2,1,1,1,3,0,1,0,7,1,1,1,0,2,2,0,0,0
2225,18.0,2.0,0,0,1,0,1,1,10,0,2,1,6,1,1,2,0,1,1,0
