,AGE,NUM_OF_BASKETS,RACE_LE,GENDER_LE,BODY_SIZE_LE,WITH_KIDS_LE,KIDS_CATEGORY_LE,BASKET_SIZE_LE,BASKET_COLOUR_LE,ATTIRE_LE,SHIRT_COLOUR_LE,SHIRT_TYPE_LE,PANTS_COLOUR_LE,PANTS_TYPE_LE,WASH_ITEM_LE,WASHER_NO_LE,DRYER_NO_LE,SPECTACLES_LE,DAY_LE,DAY_TYPE_LE
1040,19.0,2.0,3,0,0,0,2,0,8,1,10,0,8,0,1,2,2,0,2,1
1041,36.0,2.0,3,0,1,1,3,0,9,0,8,1,9,1,0,1,1,0,4,0
1042,21.0,1.0,2,0,1,1,1,0,1,0,6,1,11,0,1,2,0,1,0,0
1043,54.0,2.0,1,1,1,0,0,1,5,0,2,0,13,1,1,0,0,0,1,0
1044,53.0,39.0,3,0,1,0,1,1,9,1,7,0,0,1,1,3,0,0,4,0
1045,22.0,1.0,1,0,0,0,3,1,1,2,4,0,0,0,0,2,2,0,0,0
1046,54.0,3.0,1,1,1,0,0,1,3,1,10,0,0,1,1,2,2,1,2,1
1047,53.0,3.0,3,0,1,0,3,0,0,0,1,1,4,0,0,1,0,0,1,0
1048,36.0,2.0,2,1,1,0,0,1,0,2,11,0,10,0,1,2,1,0,6,0
1049,23.0,1.0,0,0,2,1,4,1,3,1,4,1,9,0,1,1,0,0,0,0
1050,24.0,2.0,1,1,0,1,3,1,9,0,1,1,11,0,0,3,0,0,0,0
1051,57.0,2.0,1,0,2,0,1,1,0,1,1,1,0,0,1,1,0,0,4,0
1052,33.0,3.0,3,1,0,1,1,0,9,0,7,1,9,1,1,1,1,0,0,0
1053,26.0,3.0,1,1,0,0,0,1,5,2,6,0,0,1,1,2,3,1,1,0
1054,49.0,1.0,2,0,0,1,4,0,8,0,9,0,1,1,0,1,3,0,0,0
1055,31.0,1.0,1,0,0,0,3,0,6,0,10,0,8,1,1,0,3,1,6,0
1056,58.0,2.0,2,1,1,1,4,0,0,1,8,0,0,0,1,3,0,0,2,1
1057,58.0,2.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,3,1
1058,56.0,2.0,2,1,1,1,0,1,6,1,11,1,1,1,1,2,1,1,6,0
1059,58.0,1.0,0,0,2,0,1,1,2,0,8,1,0,0,1,2,2,1,4,0
1060,26.0,2.0,2,1,2,0,4,0,3,2,3,0,10,0,1,3,1,1,1,0
1061,24.0,2.0,3,0,2,0,1,0,0,1,0,0,3,0,1,1,0,0,1,0
1062,28.0,2.0,2,1,2,1,4,1,7,0,6,1,5,1,0,1,0,1,2,1
1063,59.0,3.0,0,0,0,1,3,1,9,0,10,1,0,0,1,3,3,0,3,1
1064,23.0,3.0,3,1,1,0,0,1,0,2,8,1,8,0,0,2,3,1,3,1
1065,39.0,2.0,3,1,2,1,1,0,0,0,0,0,7,1,1,2,2,0,6,0
1066,60.0,1.0,1,0,2,1,1,1,4,2,11,0,6,0,0,2,2,1,5,0
1067,55.0,2.0,2,1,2,0,1,1,8,1,1,0,7,1,1,2,2,0,3,1
1068,40.0,1.0,0,0,2,1,0,1,8,2,11,0,2,0,0,2,2,0,1,0
1069,22.0,3.0,0,1,1,1,3,0,6,0,9,1,3,1,0,0,0,0,1,0
1070,25.0,1.0,3,0,2,0,3,1,5,2,1,0,4,1,0,2,1,1,2,1
1071,30.0,2.0,3,1,1,0,3,0,2,0,9,1,0,0,1,0,0,0,0,0
1072,51.0,39.0,2,0,0,1,3,0,7,2,8,1,10,1,0,3,0,1,1,0
1073,46.0,39.0,0,1,1,1,2,1,10,2,6,1,0,1,0,2,0,1,6,0
1074,39.0,1.0,1,1,2,1,4,0,0,1,11,1,10,0,1,3,3,1,3,1
1075,35.0,1.0,0,0,2,0,0,0,2,1,4,1,11,0,0,2,3,0,6,0
1076,57.0,3.0,2,0,0,0,4,1,2,1,0,0,5,0,0,0,3,1,2,1
1077,23.0,2.0,2,1,1,0,4,0,5,0,5,1,2,1,1,3,1,1,5,0
1078,42.0,3.0,1,0,2,0,4,1,2,1,1,1,4,1,1,3,1,0,5,0
1079,52.0,2.0,1,1,2,1,3,0,0,0,7,0,13,0,0,1,3,1,3,1
1080,20.0,2.0,3,1,1,1,2,1,5,0,11,1,10,1,1,1,1,0,6,0
1081,33.0,1.0,1,0,1,0,1,0,1,2,0,0,0,1,1,1,3,0,1,0
1082,51.0,2.0,0,0,0,1,0,0,10,0,10,0,6,1,0,1,3,0,2,1
1083,51.0,3.0,3,0,0,1,3,1,7,1,5,1,13,0,1,1,1,0,2,1
1084,39.0,3.0,1,0,2,1,0,0,7,0,11,1,8,1,1,0,2,0,5,0
1085,52.0,2.0,0,0,0,0,0,1,2,1,3,0,7,0,1,3,0,0,4,0
1086,31.0,2.0,2,0,1,1,0,1,9,1,9,1,9,1,1,2,3,1,6,0
1087,29.0,39.0,3,0,1,0,2,1,9,0,9,0,10,1,1,3,2,1,3,1
1088,45.0,2.0,2,1,0,0,0,1,1,2,9,0,11,1,1,3,3,0,2,1
1089,49.0,2.0,0,0,2,1,2,0,3,0,10,0,1,0,1,0,2,0,0,0
1090,26.0,1.0,0,0,1,1,1,0,6,1,3,0,11,1,1,0,2,1,5,0
1091,57.0,1.0,2,0,0,0,3,1,4,0,8,0,0,0,0,0,3,1,4,0
1092,36.0,2.0,1,0,1,0,3,0,7,1,5,1,13,1,1,3,3,0,1,0
1093,27.0,3.0,0,1,0,1,0,0,4,1,5,1,8,1,1,3,0,1,3,1
1094,21.0,2.0,3,0,0,1,2,1,9,2,7,1,8,0,0,3,2,0,4,0
1095,29.0,1.0,3,1,0,0,3,0,9,2,4,1,4,0,0,1,2,1,0,0
1096,59.0,3.0,2,1,1,0,4,1,7,1,10,0,8,0,1,0,3,0,5,0
1097,39.0,3.0,0,0,2,1,0,1,9,0,4,1,0,1,1,0,2,0,6,0
1098,33.0,2.0,3,1,1,0,1,0,3,2,1,1,1,1,1,3,2,0,2,1
1099,53.0,3.0,0,1,2,0,4,0,5,1,0,1,8,0,1,1,1,0,2,1
1100,60.0,1.0,0,1,1,1,0,0,4,2,2,1,10,1,0,2,1,0,3,1
1101,50.0,1.0,3,1,0,1,4,1,6,2,1,1,5,1,1,0,1,0,6,0
1102,52.0,2.0,3,0,2,0,0,0,6,0,6,1,11,1,0,0,2,1,4,0
1103,39.0,3.0,3,1,1,1,4,1,0,0,8,1,9,0,1,2,0,0,0,0
1104,42.0,3.0,1,1,2,0,4,0,8,2,5,0,13,0,0,1,0,1,5,0
1105,22.0,1.0,1,0,1,1,1,0,1,1,8,1,12,1,0,3,3,0,6,0
1106,43.0,3.0,2,1,2,1,2,1,1,0,8,0,12,0,1,3,3,1,2,1
1107,58.0,1.0,1,0,0,0,1,0,4,1,9,0,4,1,1,0,0,1,6,0
1108,41.0,3.0,2,0,0,1,4,0,9,2,7,1,10,1,0,3,2,0,1,0
1109,39.0,3.0,2,0,0,1,2,1,9,1,4,0,0,1,1,3,2,1,5,0
1110,42.0,2.0,3,0,2,0,1,0,7,1,7,1,9,0,1,1,0,0,1,0
1111,51.0,2.0,3,0,1,0,4,1,5,1,6,0,9,0,0,1,2,0,2,1
1112,31.0,2.0,1,0,0,0,3,0,10,1,2,1,3,0,1,1,1,1,5,0
1113,49.0,2.0,1,1,2,1,1,1,6,1,1,1,3,0,0,2,1,1,0,0
1114,45.0,3.0,2,0,1,1,0,1,2,2,0,1,0,0,1,3,0,0,3,1
1115,31.0,2.0,1,1,0,1,0,0,2,0,6,0,2,1,0,1,1,0,5,0
1116,43.0,2.0,0,1,1,0,3,0,4,1,7,1,1,1,1,3,1,0,0,0
1117,43.0,1.0,2,0,0,1,4,1,2,0,8,0,5,1,1,0,3,0,5,0
1118,31.0,3.0,2,1,1,0,0,1,10,0,0,1,9,1,0,1,1,1,2,1
1119,51.0,1.0,3,1,2,0,1,0,1,2,1,0,5,1,0,2,3,1,4,0
1120,36.0,2.0,3,0,1,0,2,0,10,1,8,1,4,1,1,1,0,0,5,0
1121,39.0,2.0,1,0,1,1,0,1,8,0,9,1,12,1,0,3,0,1,4,0
1122,24.0,2.0,3,1,0,0,0,0,7,2,0,0,9,1,1,2,0,0,5,0
1123,19.0,39.0,3,0,2,1,3,1,10,1,2,0,3,0,1,1,1,0,4,0
1124,47.0,3.0,3,0,2,0,0,1,5,0,3,1,3,1,0,2,2,1,6,0
1125,31.0,1.0,1,1,0,0,3,1,2,2,2,0,7,1,0,2,2,1,0,0
1126,58.0,3.0,3,1,2,0,4,1,6,0,10,1,5,0,0,3,3,0,5,0
1127,56.0,2.0,1,0,2,1,1,1,0,0,1,1,4,1,1,1,0,0,2,1
1128,52.0,1.0,0,0,2,0,1,1,10,2,0,1,8,1,1,1,1,0,4,0
1129,42.0,1.0,1,1,1,0,1,0,9,1,6,1,2,1,0,3,0,0,6,0
1130,30.0,2.0,3,1,0,0,2,1,5,1,9,0,9,1,1,3,1,1,5,0
1131,49.0,2.0,2,1,0,0,4,0,4,0,9,1,0,1,0,0,2,0,5,0
1132,32.0,1.0,3,0,2,0,4,0,9,1,1,0,0,1,1,3,1,0,0,0
1133,19.0,1.0,0,0,1,0,4,1,5,0,0,1,1,1,1,2,2,1,2,1
1134,20.0,2.0,0,0,0,1,3,1,6,0,1,1,1,0,0,2,0,0,3,1
1135,51.0,2.0,3,1,1,0,4,0,5,2,10,1,0,0,1,3,2,0,4,0
1136,35.0,39.0,2,0,1,1,1,0,10,0,8,1,12,0,0,0,1,0,6,0
1137,47.0,3.0,1,0,1,1,0,0,6,1,5,0,3,0,0,3,2,0,0,0
1138,31.0,39.0,1,0,1,0,1,0,1,1,7,0,13,0,0,0,2,1,1,0
1139,42.0,1.0,3,1,0,0,0,1,1,0,11,1,9,1,1,0,1,0,4,0
1140,48.0,3.0,3,0,0,1,1,0,8,1,3,1,0,1,1,3,1,1,2,1
1141,42.0,2.0,0,0,2,0,2,1,0,0,8,0,8,0,1,1,0,1,1,0
1142,52.0,3.0,3,0,0,0,2,0,9,0,9,0,12,1,0,0,2,0,6,0
1143,45.0,1.0,2,1,0,1,1,0,8,0,10,1,6,0,0,2,3,0,3,1
1144,39.0,1.0,1,0,0,1,4,1,3,0,1,1,0,1,0,3,0,0,6,0
1145,18.0,39.0,3,0,2,0,1,1,9,1,10,1,2,0,1,1,2,0,2,1
1146,59.0,3.0,0,1,1,0,2,0,8,2,4,1,0,0,1,0,1,0,2,1
1147,44.0,1.0,0,1,0,1,2,1,8,1,10,0,7,0,1,1,0,1,5,0
1148,39.0,2.0,2,0,1,1,2,0,9,0,10,0,10,0,1,0,1,0,5,0
1149,50.0,1.0,0,0,1,0,4,0,4,2,4,1,2,0,0,2,1,1,4,0
1150,22.0,2.0,2,0,1,0,3,1,0,0,8,1,2,1,1,3,1,0,5,0
1151,58.0,1.0,3,1,2,1,2,1,7,0,9,1,2,0,1,0,2,0,1,0
1152,48.0,1.0,1,0,0,0,3,0,3,0,6,1,6,0,0,3,2,0,3,1
1153,52.0,3.0,0,0,2,1,3,0,7,0,0,1,7,0,1,0,0,0,3,1
1154,43.0,2.0,3,0,2,0,3,0,6,0,11,1,10,1,1,1,1,1,6,0
1155,34.0,3.0,1,0,1,0,0,0,1,0,6,1,12,0,0,0,2,0,1,0
1156,60.0,2.0,1,1,1,1,3,1,8,0,0,1,1,0,0,1,1,0,5,0
1157,39.0,2.0,3,0,0,1,1,1,3,1,1,0,7,0,0,0,2,0,4,0
1158,42.0,1.0,3,1,0,0,0,0,2,0,9,0,13,1,0,1,0,1,3,1
1159,51.0,39.0,0,1,1,1,3,1,6,2,9,0,2,0,1,0,1,0,1,0
1160,23.0,3.0,3,0,0,1,2,1,9,0,3,0,8,1,1,0,0,0,3,1
1161,21.0,3.0,2,1,2,0,1,1,7,1,8,0,0,1,1,3,1,1,5,0
1162,39.0,1.0,3,0,0,0,2,1,10,0,10,0,1,0,0,2,0,0,6,0
1163,27.0,39.0,1,1,1,0,4,1,10,2,10,1,2,0,1,0,3,1,4,0
1164,54.0,1.0,2,1,1,1,1,1,7,0,9,0,7,0,1,0,2,0,4,0
1165,37.0,3.0,3,1,0,1,4,0,6,1,3,1,11,0,0,3,3,0,2,1
1166,23.0,3.0,2,0,1,1,2,0,9,1,10,1,12,1,0,1,0,0,2,1
1167,29.0,1.0,0,0,1,1,3,0,1,1,3,0,6,0,0,2,3,0,2,1
1168,21.0,3.0,3,0,1,0,4,0,3,1,2,0,8,0,1,0,2,0,2,1
1169,36.0,1.0,1,0,0,0,4,0,9,2,10,0,2,0,0,2,3,1,0,0
1170,43.0,2.0,1,0,0,1,0,1,4,2,3,1,3,0,0,3,2,1,3,1
1171,55.0,1.0,1,0,2,0,3,1,8,0,3,0,2,1,1,0,0,1,2,1
1172,30.0,3.0,3,0,0,0,4,1,9,0,6,0,0,1,0,0,0,1,0,0
1173,22.0,2.0,0,1,2,0,3,0,9,2,11,1,1,1,0,3,2,1,5,0
1174,36.0,3.0,0,0,1,0,3,1,7,0,2,0,8,0,0,0,0,0,5,0
1175,39.0,39.0,2,1,2,0,1,1,1,0,3,0,7,0,1,0,1,0,4,0
1176,59.0,1.0,3,0,2,0,1,0,3,1,0,0,7,1,1,1,3,0,2,1
1177,31.0,1.0,2,0,2,0,4,0,7,0,4,1,0,1,1,2,2,1,1,0
1178,36.0,1.0,3,0,1,1,1,1,3,0,10,1,10,0,1,1,2,1,4,0
1179,40.0,2.0,3,0,0,0,2,1,8,1,10,1,13,1,1,0,1,0,4,0
1180,50.0,1.0,3,0,1,0,4,0,6,1,8,0,11,0,0,2,0,0,2,1
1181,53.0,1.0,0,1,0,0,2,0,10,0,10,0,3,1,1,0,0,0,4,0
1182,55.0,3.0,2,0,0,0,4,0,9,0,7,1,0,0,0,0,0,0,6,0
1183,52.0,2.0,3,1,2,1,3,0,0,2,9,0,13,0,0,0,2,0,1,0
1184,26.0,1.0,3,1,2,1,0,0,3,0,2,0,9,0,0,1,2,0,2,1
1185,28.0,3.0,0,1,0,0,1,0,8,1,7,0,9,0,1,1,1,1,0,0
1186,32.0,2.0,1,1,1,1,2,0,4,0,10,1,11,0,0,1,3,0,0,0
1187,37.0,3.0,3,0,0,0,4,0,9,2,4,1,11,0,0,3,3,1,4,0
1188,30.0,3.0,3,0,2,0,2,1,8,0,10,0,1,1,1,0,1,0,5,0
1189,32.0,2.0,0,0,1,1,2,0,7,0,9,1,12,0,0,2,0,1,2,1
1190,28.0,3.0,1,1,2,0,3,1,8,0,10,1,11,0,1,2,1,0,1,0
1191,26.0,1.0,3,1,1,1,2,0,3,1,1,0,6,1,1,3,2,0,0,0
1192,33.0,2.0,2,1,1,0,1,1,0,1,4,1,9,0,0,3,1,0,0,0
1193,57.0,3.0,3,1,1,1,4,0,4,1,10,0,3,1,0,1,2,0,3,1
1194,39.0,39.0,2,1,1,0,4,0,9,2,8,0,5,0,1,2,0,0,5,0
1195,20.0,39.0,3,0,0,0,4,1,7,2,8,0,0,1,1,1,1,1,4,0
1196,33.0,3.0,1,0,0,1,3,1,9,0,9,0,0,1,1,1,0,0,5,0
1197,24.0,2.0,1,0,0,1,1,0,7,0,1,1,7,1,0,2,2,0,0,0
1198,54.0,2.0,1,1,1,0,4,0,6,0,6,1,2,1,1,3,0,1,4,0
1199,48.0,39.0,2,0,0,1,2,0,9,0,6,1,5,0,0,0,2,1,1,0
1200,22.0,3.0,2,0,0,0,3,1,9,1,10,1,0,0,0,1,3,0,5,0
1201,28.0,2.0,3,0,2,0,0,1,3,2,10,1,0,1,1,2,0,0,0,0
1202,57.0,1.0,3,0,0,1,1,1,8,2,4,0,3,0,1,3,2,0,2,1
1203,39.0,3.0,2,1,2,0,1,0,7,2,10,1,8,1,0,3,0,0,6,0
1204,42.0,1.0,1,0,2,1,0,1,2,0,5,0,4,0,1,2,2,1,1,0
1205,47.0,3.0,3,0,2,0,2,1,8,0,7,0,0,0,1,2,0,0,5,0
1206,38.0,2.0,0,0,1,0,2,0,1,2,3,1,12,1,0,0,3,0,0,0
1207,24.0,2.0,3,0,1,1,0,1,9,1,1,1,13,1,1,3,1,0,6,0
1208,40.0,1.0,3,1,1,0,0,1,10,1,2,1,4,0,1,0,0,0,4,0
1209,60.0,2.0,2,1,2,0,0,1,7,0,9,1,0,1,0,3,1,0,3,1
1210,19.0,2.0,3,1,1,0,1,1,4,2,11,1,11,1,0,2,1,0,6,0
1211,48.0,1.0,3,1,1,0,1,1,9,0,1,0,0,1,1,0,0,0,1,0
1212,30.0,2.0,2,0,1,0,0,0,10,2,9,0,0,0,1,0,1,0,2,1
1213,44.0,2.0,1,0,1,1,2,1,8,0,9,0,9,1,1,1,2,0,6,0
1214,31.0,3.0,0,1,2,1,3,1,9,1,10,1,8,0,0,1,3,0,5,0
1215,26.0,39.0,1,1,2,0,3,0,9,1,4,1,11,0,0,1,1,1,3,1
1216,52.0,2.0,3,0,2,1,4,0,5,2,8,0,10,1,0,1,3,1,0,0
1217,40.0,3.0,3,0,2,0,0,1,6,0,5,0,5,1,1,0,0,0,2,1
1218,49.0,1.0,2,0,0,1,3,0,7,0,9,0,2,1,1,2,2,0,4,0
1219,37.0,39.0,3,1,2,0,4,1,4,1,0,1,2,1,0,2,1,0,5,0
1220,39.0,3.0,2,1,1,1,3,1,8,2,4,1,13,1,1,1,3,1,4,0
1221,51.0,2.0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0
1222,42.0,1.0,2,1,0,0,4,0,7,2,3,0,11,0,1,1,2,0,2,1
1223,42.0,1.0,0,0,1,0,4,1,7,2,2,1,2,1,1,2,1,1,5,0
1224,46.0,39.0,3,0,2,1,2,0,6,0,5,0,3,0,0,1,0,0,0,0
1225,32.0,3.0,1,1,1,0,2,0,9,2,0,0,7,0,0,3,1,0,4,0
1226,30.0,1.0,3,0,0,1,1,0,10,2,7,1,8,1,1,1,2,0,3,1
1227,49.0,39.0,0,0,1,0,3,0,10,1,9,0,9,0,1,0,2,0,2,1
1228,23.0,39.0,2,0,1,1,4,0,0,1,2,1,3,0,1,1,2,0,1,0
1229,51.0,1.0,1,0,1,0,3,0,2,0,7,1,9,1,1,2,3,0,6,0
1230,23.0,2.0,0,1,0,1,1,0,3,0,1,0,0,0,1,3,0,0,4,0
1231,39.0,3.0,0,0,0,1,3,0,9,1,5,1,0,1,1,2,2,0,1,0
1232,57.0,1.0,3,0,0,0,4,1,8,1,4,1,12,1,0,2,2,0,6,0
1233,38.0,3.0,3,0,1,0,3,1,7,0,10,1,2,0,1,3,0,1,3,1
1234,30.0,3.0,3,1,0,0,2,1,7,2,5,0,2,1,0,1,2,1,2,1
1235,59.0,39.0,3,1,0,1,2,0,9,2,10,0,0,1,1,0,1,0,4,0
1236,59.0,1.0,3,0,2,1,0,1,9,0,3,1,10,0,1,0,3,0,4,0
1237,51.0,3.0,3,0,1,1,0,0,9,0,0,1,4,1,1,2,3,1,5,0
1238,32.0,2.0,3,1,2,0,0,0,3,1,2,0,9,1,0,0,2,0,4,0
1239,24.0,1.0,0,1,0,1,1,0,2,1,9,0,7,0,0,3,2,0,3,1
1240,46.0,2.0,0,0,0,1,2,0,8,1,2,1,11,1,0,3,1,1,5,0
1241,40.0,39.0,0,1,1,1,0,1,2,1,11,1,0,0,1,0,3,1,1,0
1242,30.0,3.0,0,0,1,1,2,1,8,1,9,0,2,0,0,0,3,1,6,0
1243,32.0,3.0,3,1,2,0,2,0,10,1,0,1,1,0,0,2,0,0,2,1
1244,20.0,3.0,1,1,1,1,4,0,5,0,5,1,8,0,1,0,2,0,1,0
1245,39.0,1.0,0,0,0,0,2,1,0,0,8,1,2,0,1,3,1,0,0,0
1246,25.0,2.0,0,0,0,0,2,1,4,0,4,0,8,1,1,2,1,0,5,0
1247,54.0,2.0,1,1,0,1,0,1,7,1,8,0,11,1,0,2,1,1,4,0
1248,35.0,1.0,3,0,1,1,3,1,9,2,0,1,2,0,0,3,2,0,1,0
1249,23.0,1.0,0,1,1,0,1,1,5,1,2,0,2,0,0,0,0,0,6,0
1250,40.0,3.0,2,1,2,0,4,0,2,0,7,0,9,0,0,2,0,0,3,1
1251,48.0,1.0,2,1,0,1,0,1,7,0,7,1,9,1,1,2,0,1,0,0
1252,45.0,2.0,3,0,2,1,1,0,9,0,0,1,9,1,1,3,2,1,3,1
1253,38.0,39.0,0,1,2,1,0,1,9,1,3,0,3,0,0,2,1,0,0,0
1254,49.0,3.0,1,1,1,0,0,1,10,0,8,1,2,1,1,0,2,1,5,0
1255,42.0,3.0,3,0,1,1,4,0,7,2,6,1,2,0,1,0,2,1,6,0
1256,19.0,3.0,1,1,0,1,3,1,0,0,0,0,10,0,1,0,0,1,5,0
1257,48.0,3.0,2,0,0,1,4,1,9,2,10,0,7,1,0,1,1,0,0,0
1258,21.0,2.0,2,0,1,1,2,1,5,2,0,1,9,0,0,2,0,1,1,0
1259,40.0,3.0,0,0,2,0,3,0,4,2,11,0,0,0,1,3,2,1,5,0
1260,20.0,1.0,3,1,2,0,0,0,7,1,2,0,0,0,1,3,0,1,4,0
1261,39.0,1.0,0,0,2,1,0,1,2,2,11,0,6,1,1,2,0,1,2,1
1262,50.0,1.0,3,0,2,1,2,0,2,0,8,1,3,0,0,0,0,0,5,0
1263,39.0,39.0,1,1,2,0,2,0,9,0,5,0,12,1,1,1,2,0,5,0
1264,21.0,1.0,0,1,0,1,0,0,9,0,5,1,2,0,1,2,0,0,1,0
1265,21.0,2.0,0,0,1,0,1,0,5,1,3,0,8,1,1,3,0,0,1,0
1266,39.0,1.0,3,0,1,0,4,0,2,2,1,0,12,0,1,1,2,0,2,1
1267,26.0,3.0,3,0,2,0,4,0,9,0,3,1,10,0,1,3,1,1,2,1
1268,20.0,2.0,3,0,1,0,4,1,0,1,11,1,5,0,1,2,1,0,6,0
1269,20.0,3.0,1,0,1,1,3,0,9,2,2,1,12,1,1,0,1,0,0,0
1270,23.0,3.0,0,0,0,0,3,1,6,0,9,1,1,0,1,3,3,0,3,1
1271,19.0,2.0,3,0,1,0,0,1,5,1,1,1,0,0,1,0,0,1,4,0
1272,30.0,39.0,0,0,2,0,1,0,9,2,8,1,12,0,1,1,3,1,6,0
1273,26.0,3.0,3,0,2,1,4,1,5,2,10,0,3,0,0,0,2,0,5,0
1274,46.0,1.0,3,1,0,0,0,1,0,1,11,1,0,0,0,1,1,1,2,1
1275,23.0,3.0,3,1,0,1,1,0,10,2,4,0,11,1,1,0,1,0,0,0
1276,45.0,2.0,3,1,0,1,1,0,7,0,10,0,0,0,0,1,0,1,4,0
1277,21.0,1.0,0,1,2,0,2,1,0,0,3,1,5,1,1,1,0,0,6,0
1278,43.0,1.0,3,0,0,0,3,0,10,0,10,1,2,1,0,3,1,0,1,0
1279,34.0,3.0,1,0,0,1,2,1,10,2,3,1,8,0,1,1,1,1,1,0
1280,29.0,2.0,3,0,2,1,3,0,5,1,11,1,9,1,0,3,2,1,0,0
1281,42.0,2.0,3,1,1,0,2,1,6,2,1,1,12,0,1,2,1,0,3,1
1282,33.0,2.0,0,0,0,0,2,1,5,2,3,0,7,1,0,2,1,0,2,1
1283,42.0,2.0,0,0,1,1,3,1,1,2,6,0,9,1,0,0,1,1,3,1
1284,24.0,3.0,3,1,0,0,1,0,8,2,7,0,3,1,1,1,2,0,5,0
1285,21.0,1.0,1,1,2,1,3,1,1,2,10,1,12,1,1,2,0,0,3,1
1286,32.0,2.0,3,0,1,1,2,0,8,2,4,1,5,0,0,3,0,1,3,1
1287,48.0,3.0,1,0,1,1,1,0,5,0,3,1,6,0,0,0,2,1,4,0
1288,50.0,2.0,1,0,1,0,0,0,1,0,3,0,13,0,1,2,0,1,0,0
1289,55.0,2.0,1,0,1,0,4,1,3,2,4,1,0,0,1,0,0,1,2,1
1290,60.0,2.0,3,1,1,1,4,1,3,2,10,0,2,0,0,0,2,0,1,0
1291,22.0,2.0,1,1,0,0,3,0,8,0,4,0,13,0,1,2,2,0,3,1
1292,57.0,39.0,2,1,2,1,3,1,9,0,3,1,10,1,1,2,1,0,5,0
1293,36.0,39.0,2,0,1,0,2,0,9,0,0,0,11,0,1,0,1,0,4,0
1294,38.0,1.0,3,1,0,1,0,1,0,0,10,1,7,1,1,0,2,1,5,0
1295,24.0,3.0,2,1,2,0,0,0,9,0,4,0,2,1,1,2,0,1,5,0
1296,42.0,1.0,2,1,1,1,4,1,4,1,11,0,0,0,1,2,3,1,2,1
1297,21.0,2.0,3,0,0,1,2,1,4,1,6,0,0,1,1,3,0,0,6,0
1298,22.0,1.0,3,0,0,1,1,0,3,0,0,1,10,0,1,1,1,1,5,0
1299,33.0,2.0,3,1,0,1,4,0,6,2,11,1,8,0,0,0,0,1,2,1
1300,22.0,2.0,1,1,0,0,2,0,9,2,10,0,5,0,0,0,3,0,5,0
1301,23.0,3.0,3,0,0,1,2,0,9,1,10,0,5,1,0,0,0,0,6,0
1302,49.0,1.0,0,0,0,1,4,0,7,0,10,1,10,1,1,1,1,0,1,0
1303,59.0,39.0,3,1,1,1,0,0,7,0,3,1,6,0,0,3,2,1,5,0
1304,36.0,2.0,3,0,1,0,1,1,7,0,6,1,3,0,1,2,2,0,3,1
1305,23.0,3.0,3,0,0,1,4,0,9,0,4,1,2,1,0,2,0,0,5,0
1306,39.0,1.0,3,1,0,0,4,1,8,0,8,0,7,1,1,0,2,1,4,0
1307,39.0,3.0,3,1,1,1,2,0,2,0,3,1,2,0,0,3,1,0,0,0
1308,32.0,3.0,3,0,0,1,1,0,1,1,9,0,2,0,1,0,2,0,1,0
1309,24.0,2.0,0,1,1,1,0,0,5,0,1,1,0,1,1,0,1,0,5,0
1310,22.0,1.0,1,1,1,1,0,1,0,1,1,1,10,0,1,2,2,1,5,0
1311,42.0,3.0,3,0,0,1,1,0,8,0,5,0,4,0,0,0,3,0,6,0
1312,18.0,39.0,1,1,2,1,0,0,9,2,0,1,13,1,1,0,1,1,6,0
1313,42.0,2.0,1,1,0,0,2,0,8,0,3,0,0,0,1,3,0,1,2,1
1314,38.0,1.0,2,1,1,0,3,1,3,0,5,1,9,0,0,3,1,1,5,0
1315,36.0,39.0,0,0,1,1,2,0,9,0,2,0,13,1,1,0,0,1,4,0
1316,25.0,3.0,0,0,0,1,4,0,9,2,4,0,6,1,1,2,3,1,0,0
1317,47.0,39.0,3,1,2,0,4,0,9,1,4,0,8,0,1,2,1,1,3,1
1318,29.0,3.0,2,0,1,0,1,1,6,0,6,0,7,0,0,1,0,0,2,1
1319,47.0,3.0,2,0,2,1,3,1,9,2,0,1,12,0,1,2,1,1,0,0
1320,58.0,2.0,0,0,1,0,4,1,6,2,11,1,0,1,0,0,2,1,1,0
1321,37.0,39.0,3,1,1,0,2,1,1,2,6,0,1,1,0,0,3,0,3,1
1322,34.0,2.0,2,0,2,0,4,1,7,0,10,1,0,1,1,2,3,1,6,0
1323,57.0,1.0,1,1,0,1,4,1,8,0,10,0,2,1,1,0,1,1,2,1
1324,51.0,1.0,3,0,0,1,4,1,9,0,1,1,0,1,0,1,2,0,5,0
1325,51.0,2.0,0,1,0,0,2,1,6,2,10,1,5,1,1,0,0,1,4,0
1326,39.0,3.0,3,0,0,0,1,0,3,1,6,0,9,0,1,1,3,1,0,0
1327,37.0,1.0,3,0,1,0,1,1,10,2,10,1,0,1,1,0,1,0,6,0
1328,34.0,39.0,3,0,0,0,0,1,2,2,6,1,9,1,0,3,3,1,6,0
1329,50.0,3.0,2,0,1,0,1,1,9,2,3,1,7,0,1,1,0,1,0,0
1330,48.0,2.0,1,0,0,0,2,1,5,2,8,0,0,1,0,0,3,0,2,1
1331,53.0,3.0,0,1,0,0,4,1,9,2,5,0,1,0,1,3,1,0,6,0
1332,46.0,39.0,3,1,0,1,2,0,8,2,2,1,6,0,1,3,2,0,5,0
